Date,Open,High,Low,Close,Volume
2015-01-02,9.26623047128288,9.787223215208686,9.229016551760362,9.601154327392578,659968
2015-01-05,9.750009444118614,10.159360405908185,9.750009444118614,10.084933280944824,569222
2015-01-07,10.084932894156486,10.978063328037546,9.936077940142377,10.829208374023438,1443664
2015-01-08,10.978062671166319,11.350200388832974,10.791993812332992,11.201345443725586,1457210
2015-01-09,11.238560204311858,11.350201244105806,11.052491331457665,11.312987327575684,766792
2015-01-12,11.35020006590949,11.461841094114652,11.238559037704329,11.38741397857666,414872
2015-01-13,11.350200017293295,11.424627842308837,11.08970333953524,11.164131164550781,563722
2015-01-14,11.052491159942806,11.126918282051655,10.60592558810407,10.829208374023438,424872
2015-01-15,10.717565902234856,10.866421555990742,10.419856014315807,10.754779815673828,537970
2015-01-16,10.643139839172363,10.7919947978734,10.345429211973858,10.643139839172363,416198
2015-01-19,10.643137804291857,10.643137804291857,10.122145193549521,10.196572303771973,665668
2015-01-20,10.271002558128886,10.940850257873535,10.233788639299414,10.940850257873535,802660
2015-01-21,11.08970402871908,11.23855968800099,10.829208044568512,11.015276908874512,692252
2015-01-22,11.089703660659463,11.089703660659463,10.791993771569203,10.978062629699707,403598
2015-01-23,10.978063694991446,11.164132571177742,10.680353777011947,10.866422653198242,565198
2015-01-26,10.90363564110906,11.126918429997238,10.605925729122436,11.089704513549805,386152
2015-01-27,11.089705223394962,11.164133061053906,10.903636339044063,10.940850257873535,242306
2015-01-28,11.126917574244837,11.126917574244837,10.90363480252896,10.978062629699707,289856
2015-01-29,10.9408497777949,10.9408497777949,10.79199481880515,10.866422653198242,245494
2015-01-30,10.866421924248902,10.940849043852785,10.568711316444212,10.791994094848633,333856
2015-02-02,10.717565634050214,10.791993459065756,10.605924606323242,10.605924606323242,287378
2015-02-03,10.643140552169102,10.754781601224739,10.457071663878722,10.494285583496094,464664
2015-02-04,12.2061166578663,13.769095330671925,12.057262424966014,13.322529792785645,5573852
2015-02-05,13.359745984604395,13.880737990327056,13.21089031463056,13.508600234985352,1898376
2015-02-06,13.731884167001963,14.736655001998221,13.657456329700372,14.66222858428955,1532238
2015-02-09,14.550582318912783,14.625010136778862,14.141231450038172,14.252872467041016,998296
2015-02-10,14.29008775970203,15.0715763351701,14.29008775970203,14.997148513793945,1447432
2015-02-11,15.071576272835857,15.778638443596066,15.071576272835857,15.666996002197266,1290252
2015-02-12,16.00192142969731,16.895052495936095,15.890280401315634,16.63455581665039,1981706
2015-02-13,16.746199586008675,17.043909516952464,15.294861720717417,16.150779724121094,2305624
2015-02-16,16.150778888851196,16.336847763517255,15.629785471949084,16.187992095947266,780054
2015-02-17,16.113561744944928,16.56012725830078,15.704210852464435,16.56012725830078,1230300
2015-02-18,17.11833497575006,18.34638915748315,17.11833497575006,17.602113723754883,2445548
2015-02-19,17.6393285072244,18.532458184045325,17.60211388344473,18.4952449798584,1620442
2015-02-20,18.53245799849679,18.6999202548468,17.899823596503822,18.160320281982422,1199272
2015-02-23,18.309178703886673,18.458032961236338,17.86261309265179,18.123109817504883,1086012
2015-02-24,18.160320564544225,18.420817254075974,17.713755013860197,18.383604049682617,1357446
2015-02-25,18.979022373662932,20.002401031066324,18.979022373662932,19.909366607666016,2192206
2015-02-26,20.095435793704397,21.956124293121473,20.095435793704397,21.11881446838379,2882448
2015-02-27,21.211849859782628,21.956125293459213,20.560608855315618,20.839712142944336,1716810
2015-03-02,20.839711193471228,21.583986593238055,19.723298093820983,21.11881446838379,1406872
2015-03-03,21.211848535270335,21.39791738207095,19.537228914064784,19.909366607666016,1992084
2015-03-04,19.630264965455925,19.630264965455925,17.86261077425373,18.699920654296875,4265162
2015-03-05,18.699921274420074,19.72330005063212,18.699921274420074,18.885990142822266,1549494
2015-03-06,18.8859903413589,18.8859903413589,17.89982476062323,18.085893630981445,3824740
2015-03-09,17.862610492509663,18.271961415125915,17.490472773915712,18.04867935180664,1615012
2015-03-10,18.04868064324061,18.234749515851338,17.490474025408425,17.862611770629883,989556
2015-03-11,17.788185139329084,18.271963956879574,17.71375730133833,18.234750747680664,1491572
2015-03-12,18.383605066307663,19.072059322805966,18.271962607768195,18.97902488708496,1288154
2015-03-13,18.979025131153268,20.002403937244868,18.699921820401016,19.630266189575195,979808
2015-03-16,19.723300002978746,20.00240330490769,19.16509339912086,19.444196701049805,625346
2015-03-17,19.53723118222993,19.53723118222993,18.458031177660107,18.885990142822266,799432
2015-03-18,18.979025131153268,19.630266189575195,18.699921820401016,19.630266189575195,991850
2015-03-19,19.723300626492613,20.002403937244868,19.44419731574036,19.630266189575195,867150
2015-03-20,19.63026333746509,19.909366607666016,19.444194490664472,19.909366607666016,372090
2015-03-23,19.909368870931377,20.09543773888401,19.444196701049805,19.444196701049805,473462
2015-03-24,19.44419695712902,20.09543800354004,19.44419695712902,20.09543800354004,656300
2015-03-25,20.188473437313743,20.188473437313743,19.7233012382973,19.816335678100586,295344
2015-03-26,19.72330031622024,19.72330031622024,18.69992152622768,19.5372314453125,809456
2015-03-27,19.5372314453125,19.81633475167411,19.165093703497025,19.5372314453125,429866
2015-03-30,19.351162267073487,19.723300002978746,19.258127833097173,19.444196701049805,368212
2015-03-31,19.444194490664472,20.002401031066324,19.444194490664472,19.909366607666016,466078
2015-04-01,19.816332184265708,19.909366607666016,19.7232977608654,19.909366607666016,229794
2015-04-02,19.90936913313689,20.188472438741613,19.816334697935318,20.09543800354004,283742
2015-04-07,20.188471711915113,21.583988189697266,20.09543728006297,21.583988189697266,703012
2015-04-08,21.58398986816406,21.863093185424802,20.932748794555664,20.932748794555664,1015520
2015-04-09,20.93274657215391,21.58398757662092,20.746677713734762,20.839712142944336,631120
2015-04-10,20.83971465794386,21.211852419692857,20.56061133663211,21.02578353881836,690436
2015-04-13,21.21184889335464,21.304883318325494,20.746676768500375,21.11881446838379,409396
2015-04-14,21.211849212646484,21.304883639017742,20.83971150716146,21.211849212646484,317172
2015-04-15,21.211852111816405,21.397920989990233,20.746679916381833,20.932748794555664,594722
2015-04-16,20.839710200598482,20.932744621136866,20.095434836291393,20.281503677368164,1021914
2015-04-17,20.281502692643986,20.281502692643986,19.816330612537474,20.002399444580078,478240
2015-04-20,19.90936662500555,20.56060758937489,19.816332201524215,20.467573165893555,516468
2015-04-21,20.56061012680466,20.93274786665633,20.00240351702716,20.653644561767578,382958
2015-04-22,20.83971343169341,21.025782301619248,20.374541256878828,20.653644561767578,774280
2015-04-23,21.770055094632234,22.235227212038907,20.467573165893555,20.467573165893555,1705024
2015-04-24,20.932746539681645,21.956125259399414,20.560608823420637,21.956125259399414,1544824
2015-04-27,22.04916340851587,22.70040452184756,21.86309451899253,22.51433563232422,980588
2015-04-28,22.70040099218549,22.70040099218549,22.235228840706277,22.60736656188965,1181958
2015-04-29,22.607366586033304,22.979504307614096,21.677022282081314,22.04916000366211,1358102
2015-04-30,22.142194410410436,22.60736656188965,21.118815677156174,22.60736656188965,523448
2015-05-04,22.700399100062356,23.63074332547475,22.700399100062356,23.165571212768555,1184954
2015-05-05,23.444680079940923,23.630748969464264,22.328266742800878,22.51433563232422,826280
2015-05-06,23.112057935010206,23.21167887438525,21.518122905009502,22.115848541259766,1193894
2015-05-07,22.115847280608737,23.610161286055273,20.6215332751622,23.21167755126953,2013906
2015-05-08,23.510540008544922,23.90902373750331,22.91281441510734,23.510540008544922,1046260
2015-05-11,23.70978533373717,24.207890067639212,23.70978533373717,23.809406280517578,686026
2015-05-12,23.809404984498634,24.008646867214104,23.012437453636757,23.31130027770996,817210
2015-05-13,23.510539784150964,23.909023509306067,23.510539784150964,23.709781646728516,422586
2015-05-15,23.909027099609375,24.10826899210612,23.510543314615884,23.909027099609375,578886
2015-05-18,23.909027099609375,23.909027099609375,23.510543314615884,23.909027099609375,474444
2015-05-19,23.909027099609375,24.10826899210612,23.610164260864256,23.909027099609375,771412
2015-05-20,23.909026847397985,24.10826873779297,23.709784957003002,24.10826873779297,823400
2015-05-21,24.108270117907022,25.004858676011,23.909028216106137,24.50675392150879,941344
2015-05-22,24.705993408203124,25.004856231689452,24.506751525878904,24.905235290527344,471104
2015-05-25,24.90523349807923,25.004854432071546,24.506749762109962,24.805612564086914,192386
2015-05-26,24.705990613248833,24.705990613248833,23.70978131432751,24.008644104003906,501904
2015-05-27,23.909026115171372,25.004856478783392,23.80940517302482,24.70599365234375,763278
2015-05-28,24.805614349365232,25.104477172851563,24.606372467041016,24.905235290527344,384546
2015-05-29,24.905233967060944,24.905233967060944,24.108266480114995,24.407129287719727,1707536
2015-06-01,24.40712860380986,25.602579800731156,24.30750767073308,25.004854202270508,816050
2015-06-02,24.90523772511056,25.10447962691144,24.407132970608348,24.50675392150879,351274
2015-06-03,24.506748989224434,25.502958297729492,24.506748989224434,25.502958297729492,887408
2015-06-04,25.502961189516128,25.502961189516128,24.70599365234375,24.70599365234375,788516
2015-06-05,24.70599316793775,25.104476928710938,23.80940470619807,25.104476928710938,1007034
2015-06-08,25.00485490292919,25.00485490292919,24.108266480114995,24.407129287719727,468292
2015-06-09,24.108266712706765,24.3075085863655,23.510541091730566,24.207887649536133,793696
2015-06-10,24.108266480114995,24.506750223587968,24.00864554424675,24.407129287719727,402536
2015-06-11,24.407130584716796,25.104477172851563,24.407130584716796,24.905235290527344,533350
2015-06-12,25.104475366063863,25.104475366063863,24.506749762109962,24.805612564086914,236538
2015-06-15,24.506752907980438,24.506752907980438,23.510543440176356,23.809406280517578,619944
2015-06-16,23.61016071543974,23.709781646728516,22.813193265129538,23.709781646728516,960636
2015-06-17,23.70978131432751,24.10826503389604,23.410918524651112,24.008644104003906,335042
2015-06-18,23.909026847397985,24.10826873779297,23.51054306660802,24.10826873779297,675546
2015-06-22,24.207888702392577,24.905235290527344,24.207888702392577,24.905235290527344,757154
2015-06-23,24.905232932623914,25.3037166595459,24.905232932623914,25.3037166595459,416538
2015-06-24,25.303719305223034,25.303719305223034,24.606372710197203,24.70599365234375,377158
2015-06-25,25.303719305223034,25.40334024736958,24.506751768050655,24.70599365234375,657644
2015-06-26,24.606371277668437,24.606371277668437,24.207887532281095,24.30750846862793,480736
2015-06-29,23.410918524651112,24.10826503389604,23.012434805082584,24.008644104003906,562890
2015-06-30,23.909023174111773,24.10826503389604,23.410918524651112,24.008644104003906,754626
2015-07-01,24.00864705731792,24.905235536636845,24.00864705731792,24.70599365234375,518742
2015-07-02,24.6063713968536,24.805613270512335,24.0086457758774,24.207887649536133,288922
2015-07-03,24.307507234461166,24.307507234461166,23.61016071543974,23.709781646728516,174814
2015-07-06,23.21167970632578,23.610163478108195,22.813195934543362,23.01243782043457,761390
2015-07-07,23.112056058995865,24.008644440594843,23.112056058995865,23.709781646728516,714280
2015-07-08,23.809403902218666,24.506750460024232,23.31129921807183,24.207887649536133,680280
2015-07-09,24.207886303172394,24.506749097038718,23.709781646728516,23.709781646728516,511758
2015-07-10,24.108270117907022,24.50675392150879,24.108270117907022,24.50675392150879,410258
2015-07-13,24.70599281460631,25.403339385986328,24.606371875837738,25.403339385986328,446052
2015-07-14,24.10826780857184,24.10826780857184,22.51433274684808,23.31130027770996,2301288
2015-07-15,23.41091885286219,23.41091885286219,21.816983952241785,22.016225814819336,1163740
2015-07-16,22.315090837149786,22.51433271962434,19.645249307971806,20.223051071166992,2048718
2015-07-17,20.72115462523881,22.813194274902344,20.521912753842283,22.813194274902344,1611776
2015-07-20,22.813193816483786,23.410919418662402,22.813193816483786,23.21167755126953,609076
2015-07-21,23.21167732401097,23.510540122174202,22.91281452584774,23.410919189453125,712968
2015-07-22,23.311301290461447,23.311301290461447,22.514333724975586,22.514333724975586,477720
2015-07-23,22.912815932201163,22.912815932201163,22.016227482680247,22.215469360351562,419156
2015-07-24,22.215467677396887,22.215467677396887,21.91660488353056,22.016225814819336,234958
2015-07-27,21.81698248023811,22.016224329372704,21.11963600826703,21.617740631103516,467084
2015-07-28,21.81698487510144,21.81698487510144,20.820775520073976,21.21925926208496,379588
2015-07-29,21.219261422541468,21.51812425947867,21.02001953125,21.02001953125,298850
2015-07-30,21.11963600826703,21.617740631103516,20.72115230999784,21.617740631103516,458656
2015-07-31,21.71736717224121,21.916609072903974,21.318883370915685,21.71736717224121,336542
2015-08-03,21.71736176956532,21.916603620662247,21.219257141822993,21.418498992919922,493314
2015-08-04,22.514331127035206,23.211677666368157,22.215468324463945,23.112056732177734,816706
2015-08-05,23.510540352358838,23.610161286055273,23.21167755126953,23.21167755126953,442292
2015-08-06,23.211680344775715,23.41092223614718,22.514333724975586,22.514333724975586,307496
2015-08-07,22.41471173012093,22.51433267114369,21.617744201938855,21.816986083984375,412578
2015-08-10,21.916603620662247,22.115845471759176,21.318878067371458,21.418498992919922,463654
2015-08-11,21.318882368187204,21.617745205124407,20.920398585604264,21.02001953125,404532
2015-08-12,20.920397409578648,20.920397409578648,20.322671769304975,20.422292709350586,412394
2015-08-13,20.621532330146202,21.219257904933052,20.621532330146202,20.721153259277344,213874
2015-08-14,20.72115493047805,21.51812242780413,20.72115493047805,20.92039680480957,146244
2015-08-17,21.119639542302476,21.119639542302476,19.80464342198942,20.223051071166992,636066
2015-08-18,19.924186039896842,20.62153255129323,19.685096415455984,20.52191162109375,1122884
2015-08-19,20.42229126468678,20.42229126468678,19.366308766865053,19.485855102539062,480000
2015-08-20,19.48585613973046,19.56555167429542,18.250555592740056,19.127220153808594,1192594
2015-08-21,18.728741590749312,19.605406394760895,18.370105505441522,19.20692253112793,648106
2015-08-24,18.33025353887499,18.33025353887499,17.134802221122275,17.891921997070312,1774534
2015-08-25,17.891920196043984,18.84828024192061,17.533284228780996,18.330251693725586,1059562
2015-08-26,18.330252647399902,19.24676497575092,17.612982195651057,19.127220153808594,559092
2015-08-27,19.924186538846936,20.123428404235405,19.366308707721302,19.804641723632812,584852
2015-08-28,19.804642838274958,19.884339892934804,18.92797827720642,19.127220153808594,508948
2015-08-31,19.56555295426647,19.804644133887262,18.808434685704754,19.406160354614258,605904
2015-09-01,19.007674685215292,19.047522451142132,18.40994907574371,18.5693416595459,579294
2015-09-02,18.649040662005667,19.12722150361504,18.330253940964415,19.087373733520508,569098
2015-09-03,19.366308760038688,20.322670324524836,19.2069161793542,20.023807525634766,546826
2015-09-04,19.804642593957357,19.804642593957357,19.087372151057032,19.326461791992188,437960
2015-09-07,19.366308766865053,19.804641784115212,19.20691618612438,19.485855102539062,186102
2015-09-08,19.366308707721302,19.84448948867259,19.286613177641755,19.804641723632812,335690
2015-09-09,20.023807073870426,20.422290796733517,19.84448909456308,19.88433837890625,366312
2015-09-10,19.764791137517765,19.804640420029333,19.167065580696526,19.52570152282715,339718
2015-09-11,19.52570286081798,20.123428458598124,19.446005810428336,20.023807525634766,1122250
2015-09-14,19.88433746495777,20.322668931922134,19.52570152282715,19.52570152282715,388450
2015-09-15,19.525699834251817,19.525699834251817,18.56933841800574,18.688884735107422,449586
2015-09-16,18.967826599018252,19.446007420862184,18.967826599018252,19.167068481445312,290770
2015-09-17,19.16707323270745,19.485861539690063,18.888135744240618,19.20692253112793,167718
2015-09-18,19.246766534948698,20.12343116703662,18.72873791783606,19.64525032043457,778642
2015-09-21,19.804640059468472,19.844487821159877,19.246762275220757,19.286611557006836,451920
2015-09-22,19.48585721655981,19.525704986044364,18.728737435593573,18.768585205078125,320784
2015-09-23,18.768581952711973,19.167065658885008,18.409947529213067,18.88812828063965,278296
2015-09-24,18.96782636644563,19.007675654499394,18.37010072649342,18.60919189453125,419212
2015-09-25,18.60919260704495,19.167068980303522,18.60919260704495,18.768585205078125,619110
2015-09-28,18.768585030781217,18.768585030781217,17.334044061329834,17.373891830444336,1038700
2015-09-29,17.134801467415127,18.09116308758788,16.816014767389174,17.971616744995117,659096
2015-09-30,18.13100982748944,18.88812952722472,18.05131277697602,18.330251693725586,493700
2015-10-01,18.250555107425804,18.449796978729786,17.692678779831557,17.9317684173584,456956
2015-10-02,17.971617535511193,18.48964765594667,17.69268011077819,17.891921997070312,284992
2015-10-05,18.40994791093089,18.888128672272224,18.131009006807215,18.80843162536621,556758
2015-10-06,18.927979612952385,19.2069185638991,18.688889952195193,19.087373733520508,878870
2015-10-07,19.127218697428464,20.1234280045862,19.127218697428464,19.88433837890625,578178
2015-10-08,19.9241886138916,20.023809556961062,19.724946727752688,19.9241886138916,406590
2015-10-09,20.123430129929716,20.422292953641545,20.023809188692443,20.223051071166992,371268
2015-10-12,20.42228920624988,20.42228920624988,20.023805514420612,20.12342643737793,341458
2015-10-13,20.223050592026276,20.820776225288135,19.685098130128555,20.62153434753418,713506
2015-10-14,20.521913129188572,20.521913129188572,19.64524857499067,19.764793395996094,515032
2015-10-15,19.9241886138916,20.12343050003052,19.764794496942486,19.9241886138916,476984
2015-10-16,20.023806970096327,20.721153481492717,20.023806970096327,20.52191162109375,434594
2015-10-19,20.721155286411157,20.820776225288135,20.422292469780228,20.62153434753418,287730
2015-10-20,20.62153434753418,21.020018103042087,20.422292469780228,20.62153434753418,537014
2015-10-21,21.816986454857723,23.51054248103389,21.318881741276495,21.518123626708984,3963404
2015-10-22,21.816986454857723,22.115849283006458,21.21926079856025,21.518123626708984,906232
2015-10-23,21.91660805086119,22.71357561634705,21.717366159489725,22.514333724975586,1760424
2015-10-26,22.713575744628905,23.112059529622396,22.41471290588379,22.41471290588379,1023464
2015-10-27,22.514332056045532,23.012436747550964,22.215469241142273,22.31509017944336,974778
2015-10-28,22.514331583391154,23.012436264439632,22.41471064718146,22.713573455810547,953104
2015-10-29,23.112058763380173,23.21167970632578,22.713574991597756,23.01243782043457,637752
2015-10-30,23.012436296119063,25.00485502305578,23.012436296119063,24.30750846862793,1220270
2015-11-02,24.307512019707904,25.502963430513212,24.008649167006578,24.50675392150879,1501424
